Geometry-Chirality-1- (38),Geometry-Chirality-1- (38),Geometry-Chirality-2 (41),Geometry-Chirality-2 (41),Geometry-Chirality-3 (42),Geometry-Chirality-3 (42),Geometry-Chirality-4 (44),Geometry-Chirality-4 (44),Geometry-Circle-2- (18),Geometry-Circle-2- (18),Geometry-Convexity (9),Geometry-Convexity (9),Geometry-Diagonals (22),Geometry-Diagonals (22),Geometry-Distance (16),Geometry-Distance (16),Geometry-Equilateraltriangle (20),Geometry-Equilateraltriangle (20),Geometry-Midpoint (19),Geometry-Midpoint (19),Geometry-Parallelogram (25),Geometry-Parallelogram (25),Geometry-Parallels-1- (37),Geometry-Parallels-1- (37),Geometry-Parallels-2 (40),Geometry-Parallels-2 (40),Geometry-Proportion1-3 (21),Geometry-Proportion1-3 (21),Geometry-Proportions (39),Geometry-Proportions (39),Geometry-Quadrilateral (12),Geometry-Quadrilateral (12),Geometry-Rectangle (24),Geometry-Rectangle (24),Geometry-Rightangle-1 (13),Geometry-Rightangle-1 (13),Geometry-Rightangle-2 (14),Geometry-Rightangle-2 (14),Geometry-Rightangle-3 (15),Geometry-Rightangle-3 (15),Geometry-Square (23),Geometry-Square (23),Geometry-Trapezoid (26),Geometry-Trapezoid (26),Geometry-axialsymmetry-horizontal (29),Geometry-axialsymmetry-horizontal (29),Geometry-axialsymmetry-randomaxis (30),Geometry-axialsymmetry-randomaxis (30),Geometry-axialsymmetry-vertical- (28),Geometry-axialsymmetry-vertical- (28),Geometry-line-1 (8),Geometry-line-1 (8),Geometry-line-2 (10),Geometry-line-2 (10),Geometry-line-3 (11),Geometry-line-3 (11),Series-Arithmetic (43),Series-Arithmetic (43),Series-Geometric (45),Series-Geometric (45),Topology-Belongsto (7),Topology-Belongsto (7),Topology-Closure (5),Topology-Closure (5),Topology-Connexity (6),Topology-Connexity (6),Topology-Holes (3),Topology-Holes (3),Topology-Inside-Outside (4),Topology-Inside-Outside (4),Transformation-axialsymmetry-horizontal (33),Transformation-axialsymmetry-horizontal (33),Transformation-axialsymmetry-mixed (35),Transformation-axialsymmetry-mixed (35),Transformation-axialsymmetry-vertical (27),Transformation-axialsymmetry-vertical (27),Transformation-homothety (36),Transformation-homothety (36),Transformation-pointsymmetry (32),Transformation-pointsymmetry (32),Transformation-rotation (34),Transformation-rotation (34),Transformation-translation (31),Transformation-translation (31)
s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2,s1,s2
circle opposite side black line,flipped shape,black circle opposite side line,flipped shape,two short lines opposite side longer line,image flipped,two short lines opposite side longer line,different orientation,white dot center circle,dot center,dent shape,indented shape,shape sharper angles,shape perfect trapezoid,dot far away line,dot father away,equilateral triangle,different orientation,dot doesnt bisect line,dot middle line,trapezoid instead parallelagram,trapezoid,lines arent parallel,lines parallel,parallel lines,parallel lines,dot closer end line,dot closer edge line,large size difference triangles,little triangle small,quadrilateral,triangle,perimeter sharper angles,diamond,right triangle,widest angle,lines dont cross right angles,uneven angles,center line bisect longer line right angle,perpendicular,rectangle square,rectangle,bases 1 2 trapezoid arent parallel,least parallel,made shapesshapes center,symmetrical,made shapesshapes center,symmetrical,pattern shapesshapes offset lined middle,symmetrical,straight line,straight line,curved line,curved line,dot lined end line,dot parallel,space 3rd 4th dot,unevenly spread,large space 2nd 3rd dot instead 1st 2nd,dots evenly split,black dot attached line,dot line,perimeter connect,shape complete,two shapes,2 shapes,empty space shape,hole shape,dot outside shape,dot outside shape,triangles parallel instead mirror image,shapes mirror,triangles parallel mirror image,shapes flipped,triangles parallel mirror image,shapes flipped,triangles arent parallel,flipped shapes,triangle sides parallel,orientation,triangles face opposite directions,wrong orientation rotation,triangle parallel,rotated shapes
circle opposite side black line,facing direction reflected image rotated,black circle opposite side line,reflected image,two short lines opposite side longer line,reflected image,two short lines opposite side longer line,reflected image rotated,white dot center circle,dot center circle,dent shape,shape concave side,shape sharper angles,shape,dot far away line,dot line,equilateral triangle,sides length,dot doesnt bisect line,circle center line,trapezoid instead parallelagram,parallelogram,lines arent parallel,lines parallel,parallel lines,lines parallel angled,dot closer end line,dot closer line end proportion length,large size difference triangles,shapes greater change size,quadrilateral,triangular quadrangular,perimeter sharper angles,rectangle parallelogram,right triangle,severe angle,lines dont cross right angles,perpendicular,center line bisect longer line right angle,perpendicular instead,rectangle square,rectangular square,bases 1 2 trapezoid arent parallel,parallelogram,made shapesshapes center,easy line reflection,made shapesshapes center,easy line reflection easily mirrored,pattern shapesshapes offset lined middle,line reflection,straight line,line straight curved,curved line,line straight,dot lined end line,circle line segment,space 3rd 4th dot,dots equal distances apart,large space 2nd 3rd dot instead 1st 2nd,groups two dots rather 3 1,black dot attached line,dot line,perimeter connect,lines connected shape,two shapes,two shapes instead one,empty space shape,complete hole shape,dot outside shape,dot outside shape,triangles parallel instead mirror image,shapes reflected,triangles parallel mirror image,shapes reflected,triangles parallel mirror image,mirror images,triangles arent parallel,triangles different orientation,triangle sides parallel,flat side second triangle facing dot,triangles face opposite directions,shapes pointing direction,triangle parallel,triangles facing direction
circle opposite side black line,rotation shape,black circle opposite side line,circle facing left,two short lines opposite side longer line,short lines facing left,two short lines opposite side longer line,rotation shape,white dot center circle,white dot centered,dent shape,c shape rather solid shape,shape sharper angles,dot placement,dot far away line,location dot,equilateral triangle,equilateral triangle,dot doesnt bisect line,dot centered,trapezoid instead parallelagram,parallelogram,lines arent parallel,lines parallel,parallel lines,parallel slanted lines,dot closer end line,location dotfurther left,large size difference triangles,different placement triangles,quadrilateral,triangle quadrilateral,perimeter sharper angles,shape angle different,right triangle,right triangle,lines dont cross right angles,angle lines,center line bisect longer line right angle,different angle small line,rectangle square,rectangle square,bases 1 2 trapezoid arent parallel,wider one side,made shapesshapes center,less symmetrical,made shapesshapes center,less symmetrical,pattern shapesshapes offset lined middle,less symmetrical,straight line,straight line instead curved,curved line,curved line,dot lined end line,dot centered line,space 3rd 4th dot,dot away,large space 2nd 3rd dot instead 1st 2nd,2 dots separated 1,black dot attached line,dot line,perimeter connect,shape isnt closed,two shapes,2 shapes 1,empty space shape,solid black,dot outside shape,dot inside line,triangles parallel instead mirror image,angle triangles,triangles parallel mirror image,rotation triangle,triangles parallel mirror image,rotation triangle,triangles arent parallel,different placement 2 triangles,triangle sides parallel,triangles pointing direction,triangles face opposite directions,different shape,triangle parallel,direction theyre pointing
circle opposite side black line,blob facing different direction,black circle opposite side line,facing different direction,two short lines opposite side longer line,facing different direction,two short lines opposite side longer line,orientation,white dot center circle,dot center,dent shape,less cohesive shape,shape sharper angles,weird,dot far away line,dot distance line,equilateral triangle,taller height,dot doesnt bisect line,dot middle,trapezoid instead parallelagram,longer one side,lines arent parallel,parallel lines,parallel lines,parallel lines,dot closer end line,dot farther left others,large size difference triangles,size variation,quadrilateral,three sides,perimeter sharper angles,diamond shape,right triangle,right angle,lines dont cross right angles,right angle created,center line bisect longer line right angle,right angle created,rectangle square,square,bases 1 2 trapezoid arent parallel,weird,made shapesshapes center,symmetrical,made shapesshapes center,symmetrical,pattern shapesshapes offset lined middle,symmetrical,straight line,straight line,curved line,curved line,dot lined end line,dot side line,space 3rd 4th dot,1 dot seperated,large space 2nd 3rd dot instead 1st 2nd,dot spacing 22,black dot attached line,dot line,perimeter connect,openended shape,two shapes,two different shapes,empty space shape,space middle,dot outside shape,dot outside shape,triangles parallel instead mirror image,symmetric,triangles parallel mirror image,symmetrical,triangles parallel mirror image,symmetrical,triangles arent parallel,facing different directions,triangle sides parallel,shapes parallel,triangles face opposite directions,tips alligned line,triangle parallel,alignment shape
circle opposite side black line,line left side circle,black circle opposite side line,line right side circle,two short lines opposite side longer line,different orientation,two short lines opposite side longer line,line left side,white dot center circle,dot centre,dent shape,shape little weird,shape sharper angles,dot shorter base trapezoid,dot far away line,distance dot line,equilateral triangle,shape different,dot doesnt bisect line,dot centre,trapezoid instead parallelagram,trapezoid,lines arent parallel,parrellel,parallel lines,parallel,dot closer end line,ratio dot line,large size difference triangles,ratio two triangles,quadrilateral,triangle,perimeter sharper angles,symmetric shape,right triangle,angle large,lines dont cross right angles,angle different,center line bisect longer line right angle,perpendicular,rectangle square,square,bases 1 2 trapezoid arent parallel,set parallel borders,made shapesshapes center,symmetric,made shapesshapes center,symmetric,pattern shapesshapes offset lined middle,symmetric,straight line,straight line,curved line,curve,dot lined end line,dot top line,space 3rd 4th dot,ratio distance larger,large space 2nd 3rd dot instead 1st 2nd,distance middle two larger,black dot attached line,dot line,perimeter connect,curve,two shapes,two parts,empty space shape,hole,dot outside shape,dot outside curve,triangles parallel instead mirror image,symmetrical,triangles parallel mirror image,symmetric,triangles parallel mirror image,symmetric,triangles arent parallel,different orientation,triangle sides parallel,different orientation,triangles face opposite directions,different orientation,triangle parallel,different orientation
circle opposite side black line,circle right side line pointing clockwise counterclockwise,black circle opposite side line,pointing counterclockwise clockwise,two short lines opposite side longer line,two horizontal lines rightward vertical line,two short lines opposite side longer line,pointing clockwise counterclockwise,white dot center circle,dot center circle,dent shape,part shapes border curving inward,shape sharper angles,dot left side,dot far away line,dot away line,equilateral triangle,sides length,dot doesnt bisect line,dot mark center line,trapezoid instead parallelagram,parallelogram,lines arent parallel,lines parallel,parallel lines,lines parallel,dot closer end line,dot placed left,large size difference triangles,smaller shape decreased even proportion,quadrilateral,three borders,perimeter sharper angles,rectangle,right triangle,angle obtuse,lines dont cross right angles,lines perpendicular,center line bisect longer line right angle,lines perpendicular,rectangle square,rectangle square,bases 1 2 trapezoid arent parallel,equal sides,made shapesshapes center,asymmetrical,made shapesshapes center,asymmetrical,pattern shapesshapes offset lined middle,asymmetrical,straight line,line curved,curved line,line curved straight,dot lined end line,dot unaligned line,space 3rd 4th dot,gaps dots evenly spaced,large space 2nd 3rd dot instead 1st 2nd,gaps dots increasing size,black dot attached line,dot placed line,perimeter connect,shape closed,two shapes,two shapes one,empty space shape,portion missing within shape,dot outside shape,dot located outside borders,triangles parallel instead mirror image,shapes mirrorflipped,triangles parallel mirror image,shapes mirror flipped,triangles parallel mirror image,shapes mirror flipped,triangles arent parallel,two shapes oriented direction,triangle sides parallel,dot two parallel borders,triangles face opposite directions,turned outward inward,triangle parallel,shapes oriented different direction
circle opposite side black line,different way faced,black circle opposite side line,facing different way,two short lines opposite side longer line,backwards,two short lines opposite side longer line,wasnt goofy looking,white dot center circle,larger size,dent shape,incomplete,shape sharper angles,position,dot far away line,dot far away line,equilateral triangle,thcik,dot doesnt bisect line,dot far,trapezoid instead parallelagram,sets sides dont equal one another,lines arent parallel,arent parallel,parallel lines,parallel,dot closer end line,dot far,large size difference triangles,doesnt flow well,quadrilateral,four sides,perimeter sharper angles,rectangle,right triangle,different type triangle,lines dont cross right angles,spacing crosses smaller,center line bisect longer line right angle,line sticking diagonal,rectangle square,different shape,bases 1 2 trapezoid arent parallel,trapezoid,made shapesshapes center,symmetrical flipped,made shapesshapes center,odd looking,pattern shapesshapes offset lined middle,symmetrical,straight line,different shape line,curved line,curved shape,dot lined end line,dot straight line,space 3rd 4th dot,dots spaced,large space 2nd 3rd dot instead 1st 2nd,dots far apart,black dot attached line,dot,perimeter connect,incomplete,two shapes,two parts,empty space shape,hole middle,dot outside shape,dot outside,triangles parallel instead mirror image,doesnt point straight,triangles parallel mirror image,tilted normal others,triangles parallel mirror image,different size,triangles arent parallel,placed others,triangle sides parallel,oddly spcaed,triangles face opposite directions,know wrong,triangle parallel,set others
circle opposite side black line,rotation reflection,black circle opposite side line,flipped opposite direction,two short lines opposite side longer line,different direction,two short lines opposite side longer line,flipped,white dot center circle,dot centered,dent shape,indent,shape sharper angles,parallels,dot far away line,dot line,equilateral triangle,different kind triangle,dot doesnt bisect line,dot centered,trapezoid instead parallelagram,parallelagram,lines arent parallel,lines parallel,parallel lines,lines parallel,dot closer end line,different dot placement,large size difference triangles,size,quadrilateral,three sides,perimeter sharper angles,different rotation,right triangle,different angle size,lines dont cross right angles,perpendicular,center line bisect longer line right angle,different angles formed,rectangle square,square,bases 1 2 trapezoid arent parallel,angle,made shapesshapes center,symmetrical,made shapesshapes center,symmetrical,pattern shapesshapes offset lined middle,symmetrical,straight line,straight bent,curved line,bent line,dot lined end line,dot line aligned,space 3rd 4th dot,different spacing,large space 2nd 3rd dot instead 1st 2nd,dots spaced differently,black dot attached line,dot line,perimeter connect,closed,two shapes,two pieces 1,empty space shape,hole,dot outside shape,dot outside shape,triangles parallel instead mirror image,reflection line,triangles parallel mirror image,reflection line,triangles parallel mirror image,reflection line,triangles arent parallel,shapes facing different directions,triangle sides parallel,dot sides,triangles face opposite directions,asymmetric,triangle parallel,different directions
circle opposite side black line,shape,black circle opposite side line,dot opposite side,two short lines opposite side longer line,lines left side vertical line,two short lines opposite side longer line,lines right side line left,white dot center circle,white dot centered,dent shape,shape curves convex,shape sharper angles,looks weird,dot far away line,dot farthest line,equilateral triangle,equilateral triangle,dot doesnt bisect line,dot center,trapezoid instead parallelagram,trapazoid,lines arent parallel,parallel,parallel lines,parallel,dot closer end line,dot farthest left,large size difference triangles,smaller triangle lot smaller ex,quadrilateral,triangle,perimeter sharper angles,rectangle,right triangle,right triangle,lines dont cross right angles,lines perpendicular,center line bisect longer line right angle,perpendicular,rectangle square,square,bases 1 2 trapezoid arent parallel,shapes resemble trapezoid,made shapesshapes center,asymmetrical,made shapesshapes center,asymetrical,pattern shapesshapes offset lined middle,asymmetrical,straight line,straight curvy,curved line,curvy straight,dot lined end line,dot line line,space 3rd 4th dot,dots equally spaced,large space 2nd 3rd dot instead 1st 2nd,dots pairs 3 close one far,black dot attached line,dot line,perimeter connect,continuous,two shapes,two shapes one,empty space shape,hole middle,dot outside shape,dot outside shape,triangles parallel instead mirror image,asymmetrical,triangles parallel mirror image,aymmetrical,triangles parallel mirror image,asymmetrical folded wouldnt match,triangles arent parallel,triangles facing eachother side side,triangle sides parallel,points triangles facing direction,triangles face opposite directions,shapes face towards dot,triangle parallel,triangles arent lined
